ID_da_instituicao	ID_da_disciplina	Ano	Publicacoes
033500000006	5	2012	28
033500000006	4	2012	31
033500000006	4	2011	29
001300000993	10	2011	9
033700000000	8	2014	14
032600000000	11	2015	21
032600000000	11	2014	20
032600000000	11	2012	16
032600000000	11	2010	16
080400000006	5	2015	22
080400000006	12	2015	24
080400000006	2	2014	8
080400000006	5	2014	19
080400000006	5	2012	19
080400000006	5	2011	20
033000000007	1	2014	41
033000000007	5	2012	30
010300000003	13	2015	20
010300000003	12	2011	29
019200000005	3	2015	55
019200000005	5	2015	26
019200000005	11	2014	22
019200000005	5	2014	28
019200000005	12	2013	52
019200000005	11	2013	21
019200000005	5	2013	29
019200000005	6	2013	16
019200000005	13	2013	32
019200000005	4	2011	51
019200000005	3	2011	59
019200000005	6	2011	21
019200000005	5	2011	29
019200000005	12	2011	51
019200000005	6	2010	15
019200000005	5	2010	26
033700000000	12	2013	40
033700000000	3	2011	32
J32200000000	5	2015	7
J32200000000	2	2014	4
J32200000000	10	2014	8
J32200000000	5	2013	7
J32200000000	2	2012	4
J32200000000	5	2012	10
J32200000000	2	2011	6
J32200000000	1	2011	12
J32200000000	10	2011	8
J32200000000	5	2011	11
J32200000000	5	2010	10
J32200000000	2	2010	5
032700000001	4	2013	28
032700000001	1	2012	34
032700000001	10	2011	16
032700000001	1	2011	23
032700000001	1	2010	23
002000000996	8	2013	13
002000000996	12	2011	24
778500000000	3	2015	13
778500000000	3	2011	46
308200000009	1	2013	1
008400000003	1	2014	36
008400000003	1	2011	38
002100000009	11	2014	20
002100000009	7	2011	37
033000000007	3	2015	51
033000000007	3	2014	54
033000000007	10	2014	22
033000000007	10	2013	22
033000000007	3	2013	52
033000000007	8	2013	19
033000000007	12	2013	41
033000000007	3	2012	54
033000000007	8	2011	21
033000000007	3	2011	57
033000000007	12	2011	50
033000000007	3	2010	56
870400000000	4	2015	4
010300000003	4	2012	33
482000000000	5	2014	2
482000000000	4	2013	2
288200000000	10	2014	7
288200000000	5	2011	2
288200000000	1	2010	6
173700000005	3	2010	1
173700000005	10	2010	1
010600000009	12	2012	25
F3V900000009	1	2015	19
010300000003	13	2011	23
010300000003	13	2010	17
832500000009	2	2014	6
832500000009	5	2013	20
832500000009	1	2013	27
832500000009	1	2012	23
832500000009	2	2010	6
032700000001	13	2015	18
020200000009	10	2013	22
007900000004	12	2012	44
007900000004	12	2011	49
198100000000	1	2012	23
567200000007	10	2010	2
ISUL00000001	3	2012	2
ISUL00000001	3	2010	3
004000000003	5	2015	10
004000000003	5	2014	9
004000000003	4	2013	5
004000000003	5	2012	12
004000000003	1	2012	12
004000000003	2	2011	5
004000000003	1	2011	11
004000000003	1	2010	10
811900000003	1	2015	7
811900000003	10	2015	4
811900000003	1	2010	7
029100000000	9	2013	3
033200000000	10	2015	18
033200000000	6	2014	10
033200000000	6	2012	6
033200000000	1	2012	29
033200000000	1	2011	23
033200000000	6	2010	5
004400000000	4	2014	24
004400000000	4	2013	24
780900000000	3	2010	6
010300000003	1	2015	41
010300000003	2	2014	9
010300000003	10	2014	19
010300000003	1	2014	40
010300000003	2	2013	9
010300000003	1	2013	38
010300000003	2	2012	9
010300000003	10	2012	20
010300000003	2	2011	10
010300000003	1	2011	36
010300000003	10	2011	22
010300000003	2	2010	10
446900000000	2	2010	4
446900000000	7	2010	13
006200000003	3	2015	65
006200000003	10	2015	21
006200000003	3	2014	65
006200000003	3	2013	64
006200000003	3	2012	64
006200000003	3	2011	65
006200000003	3	2010	66
024000000008	3	2012	36
024000000008	12	2012	37
006200000003	12	2015	48
032700000001	4	2014	30
008700000009	1	2015	13
008700000009	11	2015	14
008700000009	4	2015	15
008700000009	11	2013	15
008700000009	10	2012	11
008700000009	11	2012	14
008700000009	6	2011	15
008700000009	11	2011	12
008700000009	11	2010	16
003900000001	10	2014	22
001500000008	6	2013	9
306200000002	1	2010	7
350700000009	4	2015	7
350700000009	4	2011	7
033000000007	11	2015	25
033000000007	4	2014	45
033000000007	5	2013	30
004300000009	1	2014	34
004300000009	1	2011	33
033000000007	13	2013	20
039200000000	5	2015	23
039200000000	4	2014	25
039200000000	5	2014	20
039200000000	5	2013	18
039200000000	5	2012	19
039200000000	5	2011	20
039200000000	5	2010	21
039200000000	12	2014	35
039200000000	3	2013	43
000600000001	5	2015	19
000600000001	5	2014	17
000600000001	5	2013	18
000600000001	4	2013	16
000600000001	5	2012	20
000600000001	5	2011	18
000600000001	11	2010	9
000600000001	5	2010	20
039200000000	1	2011	27
008900000002	1	2015	32
008900000002	1	2014	30
008900000002	1	2013	30
008900000002	1	2012	24
008900000002	1	2011	22
008900000002	4	2011	32
008900000002	1	2010	23
021100000005	1	2011	26
306200000002	10	2014	12
065800000000	5	2010	7
065800000000	10	2010	16
006700000002	11	2015	27
006700000002	11	2011	28
I3CJ00000006	4	2015	7
I3CJ00000006	10	2015	11
I3CJ00000006	6	2015	1
I3CJ00000006	1	2014	16
I3CJ00000006	1	2013	15
I3CJ00000006	1	2012	17
I3CJ00000006	1	2011	17
I3CJ00000006	6	2010	1
387300000000	1	2012	11
387300000000	4	2011	2
000900000996	13	2012	4
008700000009	4	2014	19
008700000009	4	2013	17
008700000009	4	2012	20
008700000009	4	2011	15
008700000009	1	2010	23
008700000009	6	2010	16
006200000003	10	2014	20
006200000003	8	2013	23
002100000009	2	2011	11
033300000002	4	2015	40
033300000002	6	2014	19
033300000002	13	2013	29
033300000002	4	2010	40
020200000009	6	2011	18
020200000009	6	2010	15
033400000004	6	2014	5
007000000008	3	2015	17
007000000008	12	2015	18
007000000008	12	2012	19
007000000008	3	2012	25
007000000008	12	2011	17
007000000008	3	2011	22
008400000003	10	2015	13
008400000003	1	2012	31
000600000990	12	2013	20
000600000990	2	2012	5
412700000002	10	2014	6
020200000009	11	2015	26
020200000009	11	2014	26
020200000009	11	2013	25
020200000009	11	2012	26
020200000009	7	2012	32
020200000009	7	2011	31
020200000009	13	2011	35
020200000009	11	2011	24
020200000009	11	2010	25
033000000007	12	2015	35
033000000007	12	2014	39
033000000007	12	2012	37
460900000006	1	2014	20
460900000006	10	2014	7
460900000006	1	2013	16
460900000006	1	2011	16
006200000003	10	2013	21
000300000006	4	2013	22
000300000006	1	2013	30
000300000006	4	2011	15
431200000000	12	2015	1
431200000000	11	2012	4
431200000000	11	2011	4
431200000000	5	2011	5
431200000000	11	2010	2
431200000000	4	2010	2
000500000000	5	2012	25
000500000000	5	2011	25
000500000000	4	2010	29
002100000009	1	2010	35
008200000000	1	2011	23
000300000995	4	2015	9
001200000991	6	2015	1
003900000001	10	2012	23
004300000009	10	2015	21
004300000009	3	2013	45
010600000009	1	2015	37
010600000009	1	2014	35
010600000009	12	2014	35
010600000009	5	2013	27
010600000009	1	2013	34
010600000009	8	2012	12
010600000009	1	2012	35
010600000009	10	2012	20
010600000009	2	2012	7
010600000009	1	2011	30
010600000009	5	2010	28
006700000002	7	2014	40
006700000002	7	2013	45
478800000007	8	2015	8
478800000007	3	2014	13
478800000007	10	2014	6
478800000007	3	2013	18
478800000007	12	2013	11
478800000007	3	2012	27
478800000007	1	2011	4
478800000007	3	2011	19
478800000007	3	2010	33
032100000000	8	2011	6
033400000004	2	2014	6
033400000004	12	2012	9
004300000009	13	2014	31
033400000004	11	2015	9
016700000000	1	2011	31
016700000000	12	2010	11
016700000000	1	2010	22
867100000004	4	2015	9
867100000004	11	2014	5
867100000004	4	2012	9
000100000002	4	2015	8
000100000002	5	2015	11
000100000002	5	2013	15
000100000002	4	2013	10
000100000002	4	2012	9
000100000002	5	2012	16
000100000002	5	2010	12
000500000999	2	2012	6
032300000004	5	2015	13
032300000004	5	2014	17
000300000995	12	2011	20
029100000000	11	2014	15
029100000000	11	2013	15
029100000000	11	2012	19
029100000000	4	2012	22
001500000008	12	2015	26
001500000008	5	2015	23
001500000008	12	2014	22
001500000008	12	2013	22
001500000008	12	2011	21
001500000008	12	2010	22
001500000008	8	2010	10
046100000000	4	2015	3
046100000000	4	2014	4
350300000001	13	2012	1
007900000004	12	2015	44
007900000004	2	2013	11
007900000004	10	2013	22
007900000004	3	2012	61
005900000008	1	2013	11
039200000000	6	2014	9
039200000000	6	2013	9
039200000000	1	2013	30
039200000000	4	2013	24
039200000000	4	2012	27
039200000000	6	2012	7
039200000000	1	2012	29
039200000000	4	2011	20
039200000000	6	2011	12
024700000000	10	2012	13
033300000002	5	2015	29
033300000002	5	2014	28
033300000002	4	2014	41
033300000002	5	2012	29
033300000002	4	2012	41
033300000002	4	2011	39
033300000002	5	2010	26
061400000000	12	2014	28
306200000002	12	2014	16
002800000001	5	2013	14
002800000001	10	2013	10
002800000001	3	2010	9
002800000001	10	2010	10
033200000000	12	2011	12
033200000000	12	2010	11
768700000007	3	2012	22
000200000993	4	2011	17
004500000002	6	2011	9
006200000003	12	2012	51
520900000003	1	2013	6
520900000003	5	2011	4
520900000003	1	2010	8
033300000002	3	2012	61
033300000002	10	2011	23
033300000002	12	2011	53
000900000007	13	2014	16
009200000008	10	2012	17
009200000008	10	2011	18
000800000994	12	2012	17
038400000005	1	2012	4
038400000005	1	2010	3
000300000006	10	2015	19
000300000006	1	2015	35
000300000006	10	2014	20
000300000006	1	2014	35
000300000006	10	2013	17
000300000006	1	2012	30
000300000006	8	2012	5
000300000006	1	2011	28
000300000006	10	2010	11
000300000006	1	2010	27
033500000006	11	2015	20
006700000002	8	2010	25
011100000008	13	2015	22
011100000008	13	2014	24
011100000008	13	2013	23
011100000008	13	2012	22
011100000008	13	2011	21
011100000008	2	2010	5
006200000003	12	2013	46
006200000003	10	2012	21
006200000003	12	2011	51
985600079623	3	2015	6
985600079623	3	2012	3
985600079623	3	2010	2
006200000003	8	2015	23
006200000003	13	2011	15
294800000006	2	2013	2
294800000006	2	2012	2
412700000002	3	2015	27
412700000002	3	2014	29
412700000002	3	2013	29
004500000002	8	2015	16
004500000002	3	2014	45
004500000002	8	2012	13
004500000002	8	2011	12
004500000002	8	2010	13
000500000000	4	2015	32
006700000002	8	2015	26
004300000009	8	2014	21
004300000009	8	2012	18
004300000009	10	2012	22
004300000009	8	2010	21
032603005010	12	2013	1
125200000006	3	2015	13
125200000006	6	2015	1
125200000006	8	2014	8
125200000006	8	2013	6
125200000006	3	2013	18
125200000006	3	2012	18
125200000006	12	2012	9
125200000006	5	2012	10
125200000006	10	2012	5
125200000006	3	2011	13
125200000006	8	2010	7
125200000006	3	2010	14
087000000006	1	2014	33
087000000006	12	2014	16
087000000006	12	2011	11
IXXU00000008	5	2011	14
IXXU00000008	1	2011	6
754000000004	1	2015	10
754000000004	5	2015	7
754000000004	5	2013	6
004300000009	13	2013	30
833700000000	4	2012	2
032900000005	12	2015	23
032900000005	10	2013	12
032900000005	12	2013	18
032900000005	5	2013	23
032900000005	8	2013	7
032900000005	6	2013	5
032900000005	1	2012	27
032900000005	12	2012	17
032900000005	3	2012	20
032900000005	3	2011	30
032900000005	5	2011	22
032900000005	12	2011	18
032900000005	12	2010	17
008300000001	1	2015	28
008300000001	1	2014	28
033600000008	5	2015	21
033600000008	4	2015	23
033600000008	12	2015	13
033600000008	1	2015	33
033600000008	4	2014	19
033600000008	5	2014	17
033600000008	2	2013	9
033600000008	5	2013	22
033600000008	1	2013	31
033600000008	12	2013	10
033600000008	5	2012	23
033600000008	1	2012	33
033600000008	4	2012	22
033600000008	4	2011	21
033600000008	5	2011	19
033600000008	6	2011	9
033600000008	1	2011	34
033600000008	5	2010	22
033600000008	2	2010	8
033600000008	1	2010	34
985601346269	12	2012	1
985601346269	12	2011	1
019200000005	8	2012	17
019200000005	8	2010	21
530400000001	5	2012	4
530400000001	11	2010	3
586600000000	11	2012	3
001500000008	4	2014	31
001500000008	4	2012	30
021100000005	4	2012	12
000400000997	10	2014	15
584200000007	1	2014	9
584200000007	6	2014	2
584200000007	1	2011	11
033500000006	4	2015	32
033500000006	4	2014	33
033500000006	4	2013	32
033500000006	5	2011	27
033500000006	12	2011	21
033500000006	4	2010	28
033500000006	5	2010	28
413700000000	8	2010	3
001500000008	1	2015	31
001500000008	1	2014	31
001500000008	1	2013	29
001500000008	1	2012	31
001500000008	1	2011	34
001500000008	1	2010	30
832500000009	1	2015	26
173800000007	10	2014	1
173800000007	13	2012	2
173800000007	13	2011	3
033000000007	7	2012	32
033000000007	7	2011	26
033000000007	8	2015	18
033000000007	8	2014	22
033000000007	8	2012	21
033000000007	8	2010	23
985600908867	3	2013	2
032300000004	8	2015	9
032300000004	12	2013	14
033300000002	10	2010	22
JLDY00000007	4	2010	3
192900000005	8	2010	3
004300000009	4	2015	49
004300000009	4	2014	45
004300000009	13	2012	29
024800000002	4	2010	5
059100000002	11	2010	12
000300000995	1	2010	19
010600000009	3	2013	51
010600000009	3	2011	34
006700000002	13	2015	46
029100000000	3	2015	37
059100000002	11	2015	10
059100000002	11	2014	7
059100000002	11	2013	9
059100000002	11	2012	13
059100000002	11	2011	12
584200000007	5	2010	4
I22A00000002	1	2013	19
I22A00000002	1	2012	22
104300000005	3	2014	1
104300000005	3	2012	1
020200000009	8	2010	20
985600126826	4	2013	5
033500000006	5	2013	28
033500000006	12	2013	20
033500000006	3	2013	24
033000000007	1	2015	43
033000000007	10	2015	21
033000000007	2	2012	10
033000000007	1	2012	41
020200000009	7	2015	29
020200000009	7	2010	30
033000000007	5	2015	29
807700000001	7	2011	1
001500000008	8	2014	12
001500000008	5	2014	25
004500000002	10	2015	18
004500000002	3	2013	37
004500000002	1	2013	30
004500000002	1	2012	27
004500000002	12	2012	35
004500000002	1	2010	23
749000000008	5	2013	8
749000000008	4	2010	4
749000000008	5	2010	12
002500000995	3	2015	5
002500000995	3	2014	6
002500000995	3	2013	4
002500000995	3	2012	4
032900000005	2	2015	9
020700000008	10	2015	12
020700000008	2	2013	2
020700000008	10	2011	12
010300000003	4	2015	39
010300000003	2	2015	9
010300000003	4	2014	34
010300000003	4	2013	41
198100000000	1	2013	23
004000000003	12	2015	10
004000000003	2	2015	4
004000000003	3	2014	11
004000000003	1	2014	10
004000000003	13	2014	2
004000000003	12	2014	6
004000000003	2	2014	8
004000000003	13	2013	7
004000000003	12	2013	12
004000000003	8	2013	7
004000000003	2	2013	3
004000000003	3	2013	6
004000000003	12	2012	9
004000000003	12	2011	11
004000000003	3	2011	11
004000000003	10	2011	14
004000000003	12	2010	8
004000000003	2	2010	7
010600000009	10	2011	20
007900000004	7	2015	33
007900000004	7	2014	37
007900000004	7	2013	37
007900000004	11	2013	27
007900000004	11	2012	27
007900000004	7	2012	33
007900000004	11	2010	26
007900000004	7	2010	40
005900000008	1	2015	15
005900000008	1	2014	11
005900000008	10	2013	8
005900000008	10	2012	6
005900000008	10	2010	8
884900000009	1	2011	5
J2HF00000009	3	2012	6
033700000000	10	2012	13
080400000006	12	2014	25
008700000009	6	2014	18
008700000009	6	2013	17
