ID_da_instituicao	nome_da_instituicao	ID_da_microregiao	ID_da_mesoregiao	ID_do_estado	Publicacoes_Disciplina_Biologia	Publicacoes_Disciplina_Biotecnologia	Publicacoes_Disciplina_Especialidades_Medicas	Publicacoes_Disciplina_Engenharias_Civil_Mecanica_e_Quimica	Publicacoes_Disciplina_Quimica	Publicacoes_Disciplina_Ciencias_da_Natureza	Publicacoes_Disciplina_Engenharia_Eletrica_e_Ciencias_da_Computacao	Publicacoes_Disciplina_Pesquisas_Neurologicas	Publicacoes_Disciplina_Humanas	Publicacoes_Disciplina_Doencas_Infecciosas	Publicacoes_Disciplina_Matematica_e_Fisica	Publicacoes_Disciplina_Profissionais_da_Saude	Publicacoes_Disciplina_Ciencias_Sociais	Total_Publicacoes
107400000001	FACULDADE DE MEDICINA DO ABC	35061	3515	35	1	0	28	0	2	0	0	7	0	2	0	8	1	49
107000000004	SANTA CASA DE MISERICORDIA DE SAO PAULO	35061	3515	35	1	0	13	0	0	0	0	5	0	1	0	5	0	25
J41C00000009	UNIVERSIDADE FEDERAL DE SAO PAULO CAMPUS DIADEMA	35061	3515	35	6	0	1	4	8	2	0	0	0	2	4	2	0	29
286700000003	FACULDADE DE MEDICINA DE MARILIA	35038	3509	35	2	0	10	0	0	0	0	1	0	1	0	3	0	17
J8E800000003	INSTITUTO DOR DE PESQUISA E ENSINO	33018	3306	33	4	3	10	0	0	0	0	8	0	6	0	1	1	33
047700000000	INSTITUTO FEDERAL DO MARANHAO	21002	2101	21	3	1	0	2	2	0	3	0	0	1	3	0	0	15
661500000000	INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS	31065	3112	31	9	1	0	3	3	0	2	0	0	1	3	4	1	27
001900000005	LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA	33015	3306	33	5	2	0	3	1	1	6	0	0	2	6	0	1	27
183300000005	UNIVERSIDADE ESTADUAL DE GOIAS	52007	5203	52	20	5	23	3	15	10	1	6	2	11	7	6	2	111
IZEO00000008	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL	43016	4302	43	6	5	3	3	4	1	3	3	0	2	2	2	6	40
004700000006	CENTRO DE PESQUISA E DESENVOLVIMENTO LEOPOLDO AMERICO MIGUEZ DE MELLO	33018	3306	33	1	1	1	9	8	1	1	0	0	0	1	0	0	23
001700000001	UNIVERSIDADE FEDERAL RURAL DA AMAZONIA	27005	2702	27	24	1	0	2	2	1	0	2	0	7	1	0	0	40
120600000002	UNIVERSIDADE PARANAENSE	41002	4101	41	4	2	1	2	2	0	0	2	0	3	0	4	0	20
001000000998	CENTRO DE CIENCIAS AGRARIAS	25015	2503	25	10	2	20	0	2	0	2	9	0	8	1	17	4	75
189500000008	ESCOLA BAHIANA DE MEDICINA E SAUDE PUBLICA	29021	2905	29	1	0	2	0	0	0	0	4	0	3	0	7	0	17
831200000005	UNIVERSIDADE DO VALE DO PARAIBA	35050	3513	35	2	1	3	4	4	1	0	3	0	0	7	6	0	31
342900000001	UNIVERSIDADE ANHEMBI MORUMBI	35050	3513	35	0	2	3	1	6	0	2	1	0	2	1	6	1	25
577000000000	UNIVERSIDADE POSITIVO	41037	4110	41	2	5	1	3	1	0	0	1	0	0	1	7	1	22
010400000005	INSTITUTO DE BOTANICA	35061	3515	35	17	2	0	0	7	1	0	2	0	1	0	0	0	30
511300000003	UNIVERSIDADE DO SUL DE SANTA CATARINA	42016	4205	42	5	3	34	2	5	0	0	14	0	8	0	26	4	101
891200000009	UNIVERSIDADE DE SANTO AMARO	35061	3515	35	6	0	11	0	2	1	0	2	0	6	0	11	0	39
172000000004	UNIVERSIDADE DE FRANCA	35012	3502	35	5	3	3	2	15	0	0	0	0	8	1	4	0	41
870100000004	INSTITUTO NACIONAL DE METROLOGIA QUALIDADE E TECNOLOGIA	33018	3306	33	3	5	8	5	15	3	8	4	0	11	5	6	2	75
985601000990	SECRETARIA MUNICIPAL DE SAUDE DE JUAZEIRO DO NORTE	23032	2307	23	3	2	14	2	3	1	1	6	0	4	1	10	3	50
012800000009	CENTRO TECNICO AEROESPACIAL	35050	3513	35	0	0	0	6	4	0	1	0	0	0	7	0	0	18
025500000005	UNIVERSIDADE SALGADO DE OLIVEIRA	33018	3306	33	0	0	2	2	0	0	0	4	0	0	0	2	3	13
001400000006	FUNDACAO EZEQUIEL DIAS	31030	3107	31	4	1	1	0	4	0	0	1	0	6	0	1	0	18
154600000007	UNIVERSIDADE DE TAUBATE	35061	3515	35	7	1	8	1	1	0	1	2	0	0	0	7	0	28
J1SS00000005	INSTITUTO ISRAELITA DE ENSINO E PESQUISA ALBERT EINSTEIN	35061	3515	35	3	1	22	0	0	0	0	12	0	6	1	12	0	57
583900000001	CENTRO UNIVERSITARIO DAS FACULDADES METROPOLITANAS UNIDAS	35061	3515	35	2	0	2	2	0	0	0	1	1	2	0	3	1	14
089100000004	UNIVERSIDADE CATOLICA DE GOIAS	52010	5203	52	3	1	4	0	4	1	0	2	0	5	1	4	1	26
558800000009	INSTITUTO FEDERAL DE MATO GROSSO	51001	5101	51	7	1	1	2	2	0	1	0	0	1	0	0	1	16
028200000004	MINISTERIO DA SAUDE	43026	4305	43	4	2	32	0	2	0	0	11	0	11	0	23	2	87
028700000003	PETROLEO BRASILEIRO RIO DE JANEIRO MATRIZ	33018	3306	33	0	3	0	18	5	2	3	0	0	1	1	0	0	33
062200000004	UNIVERSIDADE FEDERAL DO ACRE	51014	5103	51	25	4	20	3	14	9	1	8	0	14	7	5	1	111
340900000005	UNIVERSIDADE CIDADE DE SAO PAULO	35061	3515	35	1	0	2	0	0	0	0	5	0	1	1	11	0	21
246300000007	UNIVERSIDADE DE AVEIRO	15014	1505	15	17	2	1	15	13	2	1	0	0	2	4	4	4	65
010200000001	UNIVERSIDADE CATOLICA DE PELOTAS	43033	4307	43	1	2	36	0	2	0	1	13	0	7	0	22	2	86
985600043360	IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE	43026	4305	43	0	1	12	0	0	0	0	3	0	1	0	3	0	20
572000000000	UNIVERSIDADE DA REGIAO DE JOINVILLE	42008	4202	42	6	1	5	0	2	1	0	3	0	1	0	7	0	26
445200000000	UNIVERSIDADE COMUNITARIA DA REGIAO DE CHAPECO	42002	4201	42	4	1	5	0	1	0	0	2	0	1	0	3	1	18
880000000000	UNIVERSIDADE REGIONAL DO CARIRI	23032	2307	23	6	4	0	1	4	2	0	0	0	1	2	2	1	23
047000000007	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA PARAIBA	25017	2503	25	3	1	0	6	5	2	4	0	0	2	2	0	0	25
022900000008	FUNDACAO UNIVERSIDADE REGIONAL DE BLUMENAU	42012	4204	42	8	0	3	3	6	0	1	2	0	3	0	6	1	33
205600000005	UNIVERSIDADE GUARULHOS	35059	3515	35	2	0	1	0	2	1	0	1	0	2	0	9	0	18
002700000000	INSTITUTO FEDERAL DA BAHIA	29032	2907	29	6	2	0	7	2	1	0	1	1	1	0	1	0	22
169600000005	UNIVERSIDADE METODISTA DE PIRACICABA	35028	3506	35	0	0	2	1	2	0	1	1	0	2	0	8	1	18
627100000002	UNIVERSIDADE DO OESTE DE SANTA CATARINA	42003	4201	42	4	0	2	2	0	0	0	2	1	6	0	4	2	23
785800000009	UNIVERSIDADE DE RIBEIRAO PRETO	35014	3502	35	6	0	9	4	3	0	0	2	0	5	0	6	0	35
204400000003	UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA	29012	2903	29	17	3	3	7	9	3	1	3	1	5	5	12	2	71
038800000002	INSTITUTO BIOLOGICO	35061	3515	35	11	1	0	0	3	0	0	0	0	8	0	0	0	23
166100000001	INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA	15011	1504	15	5	0	1	4	3	1	1	0	0	1	2	1	0	19
JI7500000002	UNIVERSIDADE FEDERAL DO CARIRI	23032	2307	23	5	2	3	3	2	0	0	0	0	1	2	0	0	18
273000000009	INSTITUTO FEDERAL FLUMINENSE	33001	3301	33	5	0	0	5	4	1	1	0	0	3	3	3	0	25
312800000008	INSTITUTO DE TECNOLOGIA E PESQUISA	28011	2803	28	3	2	0	1	9	0	0	1	0	1	0	3	0	20
005800000006	INSTITUTO NACIONAL DE MATEMATICA PURA E APLICADA	33018	3306	33	0	0	0	4	1	1	4	0	0	0	13	0	4	27
531000000002	UNIVERSIDADE DE SANTA CRUZ DO SUL	43020	4304	43	3	0	2	2	1	0	2	1	0	2	0	5	0	18
195400000000	FUNDACAO DE MEDICINA TROPICAL DOUTOR HEITOR VIEIRA DOURADO	13007	1303	13	4	2	3	0	1	0	0	0	0	6	0	0	0	16
247500000009	UNIVERSIDADE DO MINHO	43002	4301	43	10	9	14	10	10	0	0	5	0	12	2	3	8	83
434800000005	AGENCIA PAULISTA DE TECNOLOGIA DOS AGRONEGOCIOS	35005	3501	35	14	0	0	2	3	0	0	0	0	7	0	0	0	26
498300000002	UNIVERSIDADE JOSE DO ROSARIO VELLANO	35061	3515	35	4	2	5	0	1	0	0	1	0	3	0	5	0	21
J93M00000001	INSTITUTO TECNOLOGICO VALE	27005	2702	27	9	3	14	5	6	2	3	4	0	10	1	0	0	57
579800000001	INSTITUTO FEDERAL MINAS GERAIS	31042	3109	31	3	0	0	4	4	0	5	1	0	3	2	0	0	22
841600000000	UNIVERSIDADE DE CRUZ ALTA	43011	4301	43	6	0	3	1	2	0	0	0	0	3	0	1	0	16
016300000002	UNIVERSIDADE DE SOROCABA	35046	3512	35	5	3	4	2	7	0	0	0	0	0	1	2	0	24
IY5300000007	UNIVERSIDADE ESTADUAL PAULISTA	35020	3504	35	12	3	1	1	4	1	0	0	0	6	2	3	1	34
013800000007	UNIVERSIDADE POTIGUAR	24001	2401	24	1	2	1	1	3	0	0	0	0	0	0	4	1	13
J9GC00000006	FUNDACAO OSWALDO CRUZ UNIDADE DE RONDONIA	11001	1101	11	3	2	2	0	3	0	0	0	0	4	0	1	0	15
025900000002	FUNDACAO ESTADUAL DE PESQUISA AGROPECUARIA	43026	4305	43	10	1	1	0	0	0	0	0	0	6	0	0	0	18
885400000008	CENTRO UNIVERSITARIO LA SALLE CANOAS	43026	4305	43	1	1	1	6	3	2	0	1	0	1	0	6	4	26
438600000004	UNIVERSIDADE ESTADUAL VALE DO ACARAU	23005	2301	23	5	0	0	3	3	0	0	0	0	3	1	3	0	18
891300000000	SANTA CASA DE MISERICORDIA DE BELO HORIZONTE	31030	3107	31	1	1	14	0	1	0	0	4	0	2	0	3	0	26
IZEE00000008	INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE	25022	2504	25	25	4	19	1	10	9	1	6	0	10	7	4	0	96
281100000001	UNIVERSIDADE CEUMA	21002	2101	21	1	2	4	2	2	0	0	4	0	6	0	8	1	30
802600000009	UNIVERSIDADE CAMILO CASTELO BRANCO	35061	3515	35	2	1	3	0	4	0	0	0	0	5	0	4	0	19
000700000003	INSTITUTO DE PESQUISAS TECNOLOGICAS DO ESTADO DE SAO PAULO	35061	3515	35	1	2	1	7	5	1	0	0	0	0	3	0	0	20
208000000009	FUNDACAO FACULDADE DE MEDICINA	35061	3515	35	0	0	11	0	0	0	0	3	0	2	0	2	0	18
869900000005	INSTITUTO MILITAR DE ENGENHARIA	33018	3306	33	1	1	1	5	10	0	5	1	0	2	7	3	1	37
301700000000	CENTRO UNIVERSITARIO HERMINIO OMETTO DE ARARAS	35027	3506	35	1	0	3	1	1	0	0	1	0	1	0	7	0	15
985600169126	ASSOCIACAO HOSPITALAR MOINHOS DE VENTO	43026	4305	43	1	0	8	0	0	0	0	1	0	2	0	3	0	15
246100000003	UNIVERSIDADE DO PORTO	22001	2201	22	12	3	16	4	10	1	3	6	0	9	3	4	2	73
154300000001	UNIVERSIDADE DE MOGI DAS CRUZES	35062	3515	35	3	0	7	1	2	1	1	1	0	4	0	7	1	28
428800000000	UNIVERSIDADE ESTADUAL DO PIAUI	22012	2203	22	6	0	2	4	5	0	2	1	0	2	5	2	1	30
422900000003	CENTRO UNIVERSITARIO DA FUNDACAO EDUCACIONAL DE BARRETOS	35009	3502	35	3	0	0	1	1	0	0	0	0	3	0	5	0	13
J1JP00000008	FACULDADE DE ENGENHARIA DA UNIVERSIDADE DO PORTO	22001	2201	22	0	0	2	8	0	0	3	1	0	0	0	3	0	17
