ID_do_municipio,Produção de Lavouras Temporárias,Horticultura e Floricultura,Produção de Lavouras Permanentes,Produção de Sementes e Mudas Certificadas,Pecuária,Atividades de Apoio à Agricultura e à Pecuária,Caça e Serviços Relacionados,Produção Florestal - Florestas Plantadas,Produção Florestal - Florestas Nativas,Atividades de Apoio à Produção Florestal,Pesca,AqüIcultura,Extração de Carvão Mineral,Extração de Petróleo e Gás Natural,Extração de Minério de Ferro,Extração de Minerais Metálicos Não-Ferrosos,"Extração de Pedra, Areia e Argila",Extração de Outros Minerais Não-Metálicos,Atividades de Apoio à Extração de Petróleo e Gás Natural,"Atividades de Apoio à Extração de Minerais, Exceto Petróleo e Gás Natural",Abate e Fabricação de Produtos de Carne,Preservação do Pescado e Fabricação de Produtos do Pescado,"Fabricação de Conservas de Frutas, Legumes e Outros Vegetais",Fabricação de óleos e Gorduras Vegetais e Animais,Laticínios,"Moagem, Fabricação de Produtos Amiláceos e de Alimentos para Animais",Fabricação e Refino de Açúcar,Torrefação e Moagem de Café,Fabricação de Outros Produtos Alimentícios,Fabricação de Bebidas Alcoólicas,Fabricação de Bebidas Não-Alcoólicas,Processamento Industrial do Fumo,Fabricação de Produtos do Fumo,Preparação e Fiação de Fibras Têxteis,"Tecelagem, Exceto Malha",Fabricação de Tecidos de Malha,"Acabamentos em Fios, Tecidos e Artefatos Têxteis","Fabricação de Artefatos Têxteis, Exceto Vestuário",Confecção de Artigos do Vestuário e Acessórios,Fabricação de Artigos de Malharia e Tricotagem,Curtimento e Outras Preparações de Couro,Fabricação de Artigos para Viagem e de Artefatos Diversos de Couro,Fabricação de Calçados,"Fabricação de Partes para Calçados, de Qualquer Material",Desdobramento de Madeira,"Fabricação de Produtos de Madeira, Cortiça e Material Trançado, Exceto Móveis",Fabricação de Celulose e Outras Pastas para a Fabricação de Papel,"Fabricação de Papel, Cartolina e Papel-Cartão","Fabricação de Embalagens de Papel, Cartolina, Papel-Cartão e Papelão Ondulado","Fabricação de Produtos Diversos de Papel, Cartolina, Papel-Cartão e Papelão Ondulado",Atividade de Impressão,Serviços de Pré-Impressão e Acabamentos Gráficos,Reprodução de Materiais Gravados em Qualquer Suporte,Coquerias,Fabricação de Produtos Derivados do Petróleo,Fabricação de Biocombustíveis,Fabricação de Produtos Químicos Inorgânicos,Fabricação de Produtos Químicos Orgânicos,Fabricação de Resinas e Elastômeros,Fabricação de Fibras Artificiais e Sintéticas,Fabricação de Defensivos Agrícolas e Desinfestantes Domissanitários,"Fabricação de Sabões, Detergentes, Produtos de Limpeza, Cosméticos, Produtos de Perfumaria e de Higiene Pessoal","Fabricação de Tintas, Vernizes, Esmaltes, Lacas e Produtos Afins",Fabricação de Produtos e Preparados Químicos Diversos,Fabricação de Produtos Farmoquímicos,Fabricação de Produtos Farmacêuticos,Fabricação de Produtos de Borracha,Fabricação de Produtos de Material Plástico,Fabricação de Vidro e de Produtos do Vidro,Fabricação de Cimento,"Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes",Fabricação de Produtos Cerâmicos,Aparelhamento de Pedras e Fabricação de Outros Produtos de Minerais Não-Metálicos,Produção de Ferro-Gusa e de Ferroligas,Siderurgia,"Produção de Tubos de Aço, Exceto Tubos sem Costura",Metalurgia dos Metais Não-Ferrosos,Fundição,Fabricação de Estruturas Metálicas e Obras de Caldeiraria Pesada,"Fabricação de Tanques, Reservatórios Metálicos e Caldeiras","Forjaria, Estamparia, Metalurgia do Pó e Serviços de Tratamento de Metais","Fabricação de Artigos de Cutelaria, de Serralheria e Ferramentas","Fabricação de Equipamento Bélico Pesado, Armas de Fogo e Munições",Fabricação de Produtos de Metal não Especificados Anteriormente,Fabricação de Componentes Eletrônicos,Fabricação de Equipamentos de Informática e Periféricos,Fabricação de Equipamentos de Comunicação,"Fabricação de Aparelhos de Recepção, Reprodução, Gravação e Amplificação de áudio e Vídeo","Fabricação de Aparelhos e Instrumentos de Medida, Teste e Controle",Fabricação de Aparelhos Eletromédicos e Eletroterapêuticos e Equipamentos de Irradiação,"Fabricação de Equipamentos e Instrumentos ópticos, Fotográficos e Cinematográficos","Fabricação de Mídias Virgens, Magnéticas e ópticas","Fabricação de Geradores, Transformadores e Motores Elétricos","Fabricação de Pilhas, Baterias e Acumuladores Elétricos",Fabricação de Equipamentos para Distribuição e Controle de Energia Elétrica,Fabricação de Lâmpadas e Outros Equipamentos de Iluminação,Fabricação de Eletrodomésticos,Fabricação de Equipamentos e Aparelhos Elétricos não Especificados Anteriormente,"Fabricação de Motores, Bombas, Compressores e Equipamentos de Transmissão",Fabricação de Máquinas e Equipamentos de Uso Geral,Fabricação de Tratores e de Máquinas e Equipamentos para a Agricultura e Pecuária,Fabricação de Máquinas-Ferramenta,Fabricação de Máquinas e Equipamentos de Uso na Extração Mineral e na Construção,Fabricação de Máquinas e Equipamentos de Uso Industrial Específico,"Fabricação de Automóveis, Camionetas e Utilitários",Fabricação de Caminhões e ônibus,"Fabricação de Cabines, Carrocerias e Reboques para Veículos Automotores",Fabricação de Peças e Acessórios para Veículos Automotores,Recondicionamento e Recuperação de Motores para Veículos Automotores,Construção de Embarcações,Fabricação de Veículos Ferroviários,Fabricação de Aeronaves,Fabricação de Veículos Militares de Combate,Fabricação de Equipamentos de Transporte não Especificados Anteriormente,Fabricação de Móveis,"Fabricação de Artigos de Joalheria, Bijuteria e Semelhantes",Fabricação de Instrumentos Musicais,Fabricação de Artefatos para Pesca e Esporte,Fabricação de Brinquedos e Jogos Recreativos,Fabricação de Instrumentos e Materiais para Uso Médico e Odontológico e de Artigos ópticos,Fabricação de Produtos Diversos,Manutenção e Reparação de Máquinas e Equipamentos,Instalação de Máquinas e Equipamentos,"Geração, Transmissão e Distribuição de Energia Elétrica",Produção e Distribuição de Combustíveis Gasosos por Redes Urbanas,"Produção e Distribuição de Vapor, água Quente e Ar Condicionado","Captação, Tratamento e Distribuição de água",Esgoto e Atividades Relacionadas,Coleta de Resíduos,Tratamento e Disposição de Resíduos,Recuperação de Materiais,Descontaminação e Outros Serviços de Gestão de Resíduos,Incorporação de Empreendimentos Imobiliários,Construção de Edifícios,"Construção de Rodovias, Ferrovias, Obras Urbanas e Obras de Arte Especiais","Obras de Infra-Estrutura para Energia Elétrica, Telecomunicações, água, Esgoto e Transporte por Dutos",Construção de Outras Obras de Infra-Estrutura,Demolição e Preparação do Terreno,"Instalações Elétricas, Hidráulicas e Outras Instalações em Construções",Obras de Acabamento,Outros Serviços Especializados para Construção,Comércio de Veículos Automotores,Manutenção e Reparação de Veículos Automotores,Comércio de Peças e Acessórios para Veículos Automotores,"Comércio, Manutenção e Reparação de Motocicletas, Peças e Acessórios","Representantes Comerciais e Agentes do Comércio, Exceto de Veículos Automotores e Motocicletas",Comércio Atacadista de Matérias-Primas Agrícolas e Animais Vivos,"Comércio Atacadista Especializado em Produtos Alimentícios, Bebidas e Fumo",Comércio Atacadista de Produtos de Consumo Não-Alimentar,Comércio Atacadista de Equipamentos e Produtos de Tecnologias de Informação e Comunicação,"Comércio Atacadista de Máquinas, Aparelhos e Equipamentos, Exceto de Tecnologias de Informação e Comunicação","Comércio Atacadista de Madeira, Ferragens, Ferramentas, Material Elétrico e Material de Construção",Comércio Atacadista Especializado em Outros Produtos,Comércio Atacadista Não-Especializado,Comércio Varejista Não-Especializado,"Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo",Comércio Varejista de Combustíveis para Veículos Automotores,Comércio Varejista de Material de Construção,Comércio Varejista de Equipamentos de Informática e Comunicação,"Comércio Varejista de Artigos Culturais, Recreativos e Esportivos","Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos",Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados,Comércio Ambulante e Outros Tipos de Comércio Varejista,Transporte Ferroviário e Metroferroviário,Transporte Rodoviário de Passageiros,Transporte Rodoviário de Carga,Transporte Dutoviário,"Trens Turísticos, Teleféricos e Similares",Transporte Marítimo de Cabotagem e Longo Curso,Transporte por Navegação Interior,Navegação de Apoio,Outros Transportes Aquaviários,Transporte Aéreo de Passageiros,Transporte Aéreo de Carga,Transporte Espacial,"Armazenamento, Carga e Descarga",Atividades Auxiliares dos Transportes Terrestres,Atividades Auxiliares dos Transportes Aquaviários,Atividades Auxiliares dos Transportes Aéreos,Atividades Relacionadas à Organização do Transporte de Carga,Atividades de Correio,Atividades de Malote e de Entrega,Hotéis e Similares,Outros Tipos de Alojamento não Especificados Anteriormente,Restaurantes e Outros Serviços de Alimentação e Bebidas,"Serviços de Catering, Bufê e Outros Serviços de Comida Preparada","Edição de Livros, Jornais, Revistas e Outras Atividades de Edição","Edição Integrada à Impressão de Livros, Jornais, Revistas e Outras Publicações","Atividades Cinematográficas, Produção de Vídeos e de Programas de Televisão",Atividades de Gravação de Som e de Edição de Música,Atividades de Rádio,Atividades de Televisão,Telecomunicações por Fio,Telecomunicações sem Fio,Telecomunicações por Satélite,Operadoras de Televisão por Assinatura,Outras Atividades de Telecomunicações,Atividades dos Serviços de Tecnologia da Informação,"Tratamento de Dados, Hospedagem na Internet e Outras Atividades Relacionadas",Outras Atividades de Prestação de Serviços de Informação,Banco Central,Intermediação Monetária - Depósitos à Vista,Intermediação Não-Monetária - Outros Instrumentos de Captação,Arrendamento Mercantil,Sociedades de Capitalização,Atividades de Sociedades de Participação,Fundos de Investimento,Atividades de Serviços Financeiros não Especificadas Anteriormente,Seguros de Vida e Não-Vida,Seguros-Saúde,Resseguros,Previdência Complementar,Planos de Saúde,Atividades Auxiliares dos Serviços Financeiros,"Atividades Auxiliares dos Seguros, da Previdência Complementar e dos Planos de Saúde",Atividades de Administração de Fundos por Contrato ou Comissão,Atividades Imobiliárias de Imóveis Próprios,Atividades Imobiliárias por Contrato ou Comissão,Atividades Jurídicas,"Atividades de Contabilidade, Consultoria e Auditoria Contábil e Tributária",Sedes de Empresas e Unidades Administrativas Locais,Atividades de Consultoria em Gestão Empresarial,Serviços de Arquitetura e Engenharia e Atividades Técnicas Relacionadas,Testes e Análises Técnicas,Pesquisa e Desenvolvimento Experimental em Ciências Físicas e Naturais,Pesquisa e Desenvolvimento Experimental em Ciências Sociais e Humanas,Publicidade,Pesquisas de Mercado e de Opinião Pública,Design e Decoração de Interiores,Atividades Fotográficas e Similares,"Atividades Profissionais, Científicas e Técnicas não Especificadas Anteriormente",Atividades Veterinárias,Locação de Meios de Transporte sem Condutor,Aluguel de Objetos Pessoais e Domésticos,Aluguel de Máquinas e Equipamentos sem Operador,Gestão de Ativos Intangíveis Não-Financeiros,Seleção e Agenciamento de Mão-De-Obra,Locação de Mão-De-Obra Temporária,Fornecimento e Gestão de Recursos Humanos para Terceiros,Agências de Viagens e Operadores Turísticos,Serviços de Reservas e Outros Serviços de Turismo não Especificados Anteriormente,"Atividades de Vigilância, Segurança Privada e Transporte de Valores",Atividades de Monitoramento de Sistemas de Segurança,Atividades de Investigação Particular,Serviços Combinados para Apoio a Edifícios,Atividades de Limpeza,Atividades Paisagísticas,Serviços de Escritório e Apoio Administrativo,Atividades de Teleatendimento,"Atividades de Organização de Eventos, Exceto Culturais e Esportivos",Outras Atividades de Serviços Prestados Principalmente às Empresas,Administração do Estado e da Política Econômica e Social,Serviços Coletivos Prestados Pela Administração Pública,Seguridade Social Obrigatória,Educação Infantil e Ensino Fundamental,Ensino Médio,Educação Superior,Educação Profissional de Nível Técnico e Tecnológico,Atividades de Apoio à Educação,Outras Atividades de Ensino,Atividades de Atendimento Hospitalar,Serviços Móveis de Atendimento a Urgências e de Remoção de Pacientes,Atividades de Atenção Ambulatorial Executadas por Médicos e Odontólogos,Atividades de Serviços de Complementação Diagnóstica e Terapêutica,"Atividades de Profissionais da área de Saúde, Exceto Médicos e Odontólogos",Atividades de Apoio à Gestão de Saúde,Atividades de Atenção à Saúde Humana não Especificadas Anteriormente,"Atividades de Assistência a Idosos, Deficientes Físicos, Imunodeprimidos e Convalescentes, e de Infra-Est e Apoio a Pac Prest em Res Col e Part","Atividades de Assistência Psicossocial e à Saúde a Portadores de Distúrbios Psíquicos, Deficiência Mental e Dependência Química",Atividades de Assistência Social Prestadas em Residências Coletivas e Particulares,Serviços de Assistência Social sem Alojamento,"Atividades Artísticas, Criativas e de Espetáculos",Atividades Ligadas ao Patrimônio Cultural e Ambiental,Atividades de Exploração de Jogos de Azar e Apostas,Atividades Esportivas,Atividades de Recreação e Lazer,"Atividades de Organizações Associativas Patronais, Empresariais e Profissionais",Atividades de Organizações Sindicais,Atividades de Associações de Defesa de Direitos Sociais,Atividades de Organizações Associativas não Especificadas Anteriormente,Reparação e Manutenção de Equipamentos de Informática e Comunicação,Reparação e Manutenção de Objetos e Equipamentos Pessoais e Domésticos,Outras Atividades de Serviços Pessoais,Serviços Domésticos,Organismos Internacionais e Outras Instituições Extraterritoriais,{ñ class},Total_de_estabelecimentos
1100015,3,0,1,0,134,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,8,0,0,1,0,1,0,0,0,0,3,0,0,0,7,0,2,6,1,9,11,16,3,3,0,3,0,0,0,2,0,34,14,7,19,31,2,29,43,0,0,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,17,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0,0,4,1,0,8,3,1,0,0,0,0,0,0,0,0,0,3,1,0,2,5,4,0,1,5,0,0,0,523
1100023,8,4,2,0,361,30,0,1,6,2,2,14,0,0,0,20,7,2,0,4,11,3,1,0,5,5,0,3,5,0,2,0,0,0,0,0,0,1,6,0,0,1,0,0,29,17,0,1,0,0,6,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,9,6,1,0,8,4,5,0,0,0,2,1,6,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5,0,2,0,0,0,0,0,18,1,0,0,1,4,2,17,3,3,0,0,0,1,3,1,5,0,0,68,7,3,3,19,15,5,22,24,70,82,30,4,7,27,13,1,13,18,13,7,80,62,23,93,114,31,86,231,0,0,6,50,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,1,25,1,112,8,2,2,4,0,3,4,2,0,0,0,2,4,2,1,0,10,0,0,0,1,0,5,0,0,0,0,1,1,4,0,5,4,45,31,0,2,7,0,0,0,5,1,1,2,4,1,5,2,10,0,0,0,0,14,0,0,2,0,9,5,0,22,0,2,20,4,0,1,13,2,4,3,0,19,10,0,83,20,14,0,2,1,1,1,5,2,1,0,9,4,0,5,42,29,9,10,27,3,2,0,2638
1100031,6,0,0,1,41,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,3,2,2,4,4,1,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115
1100049,9,2,6,0,219,6,0,1,1,0,0,0,0,0,0,0,13,0,0,1,10,0,3,0,8,5,0,2,13,0,2,0,0,0,1,0,0,4,21,0,1,1,1,0,10,6,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,3,0,1,0,0,2,3,0,0,9,6,4,0,0,0,0,0,5,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,17,0,0,0,0,3,5,6,2,1,0,0,1,0,1,2,2,0,8,162,3,11,7,5,12,7,18,14,27,65,25,10,13,26,28,2,9,6,7,2,58,54,22,73,96,27,82,197,0,0,10,41,0,0,0,0,0,0,1,0,0,5,0,0,2,0,2,6,22,0,87,11,2,2,3,0,5,4,2,1,0,0,1,3,2,7,0,10,0,0,0,1,0,1,1,0,0,0,1,1,5,0,9,7,25,28,0,2,12,0,0,0,4,0,1,3,8,3,4,4,11,0,0,0,1,7,0,0,0,0,8,5,2,24,0,5,17,5,0,0,10,1,10,0,1,26,13,0,73,20,10,0,7,0,1,0,2,1,0,0,13,2,1,5,11,21,5,6,26,0,0,0,2218
1100056,26,0,0,0,43,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,7,20,0,1,0,0,1,0,0,0,7,11,8,2,1,2,2,0,0,1,4,1,21,9,6,20,15,6,22,39,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,10,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,3,0,0,1,0,0,0,0,2,0,0,7,3,1,0,0,1,0,0,0,0,0,0,2,0,0,4,3,7,3,1,6,0,0,0,422
1100064,8,1,0,0,89,2,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,16,6,0,1,2,1,1,1,0,12,4,5,0,1,2,0,0,1,1,1,0,15,8,3,21,13,4,21,42,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,12,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,4,0,0,1,0,1,0,0,2,0,0,7,2,5,0,0,0,0,0,0,1,0,0,2,0,1,3,1,4,1,3,2,0,0,0,410
1100072,6,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,1,1,0,1,2,6,0,0,0,0,0,0,0,0,0,11,3,2,5,4,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,140
1100080,1,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,0,0,0,0,0,0,15,11,6,3,5,1,12,13,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,158
1100098,1,0,0,0,150,1,0,3,3,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,4,1,0,0,3,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,36,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,5,0,1,0,0,0,1,0,0,0,0,1,16,0,0,1,11,5,1,6,0,21,14,19,3,7,0,3,0,0,22,3,1,31,21,9,20,27,6,26,54,0,0,4,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1,15,3,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,4,0,0,0,0,0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,2,0,0,0,0,0,1,1,3,0,0,3,4,0,0,1,0,0,0,0,4,2,0,6,4,2,0,2,1,0,0,0,1,0,0,3,0,1,1,6,6,1,4,3,0,0,0,722
1100106,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,4,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,4,0,2,0,6,8,10,6,2,31,16,2,6,12,8,12,40,34,6,35,31,12,23,43,0,0,1,16,0,0,0,4,0,2,0,0,0,1,1,0,0,0,1,0,12,2,16,7,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,3,6,1,0,3,1,0,0,0,7,1,0,13,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,11,1,4,2,1,0,0,591
1100114,1,2,1,1,145,28,0,1,1,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,8,2,0,2,4,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,0,0,0,0,0,4,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,6,0,0,0,0,3,1,3,1,1,0,0,0,1,0,0,0,0,0,16,4,1,7,4,6,5,2,4,18,30,23,2,2,11,7,0,2,0,2,1,57,26,12,43,70,8,56,106,0,0,9,14,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,9,0,35,0,0,1,0,0,4,2,1,1,1,0,1,1,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,14,9,0,1,1,0,0,0,1,0,2,2,3,1,1,1,3,0,0,0,0,9,0,0,0,0,0,0,0,8,0,1,13,3,0,0,1,1,1,1,0,12,3,0,24,11,5,0,4,1,0,0,0,3,0,0,2,0,0,2,15,12,3,4,13,1,0,0,1090
